distance_km,weight_kg,vehicle_type,weather,delay,traffic_volume,delivery_hour,system_load
42.8,35.66,ev van,rainy,no,5395,9,30000 
147.5,34.65,ev van,clear,no,4547,10,30000 
53.8,47.7,ev bike,hot,no,4907,11,60000 
156.9,9.9,ev bike,clear,yes,5117,12,60000 
280.5,47.67,truck,foggy,yes,5186,13,117500 
3.6,24.93,bike,cold,no,5550,14,2500 
110.7,38.33,bike,hot,no,6224,15,60000 
185.4,0.74,van,cold,no,6673,16,50000 
147.1,35.7,ev bike,cold,no,6415,17,20000 
177.4,17.14,bike,stormy,no,4732,18,200 
8.0,8.33,truck,clear,yes,3525,19,200 
160.6,24.76,ev van,rainy,no,3232,20,1000 
198.4,18.63,ev van,stormy,yes,2676,21,500 
180.0,34.85,truck,rainy,yes,2384,22,400 
13.7,10.96,truck,cold,no,1247,23,400 
32.4,30.88,bike,foggy,no,653,0,1000 
206.8,26.54,bike,stormy,yes,411,1,1000 
44.5,26.03,scooter,clear,no,315,2,100 
93.6,32.07,ev bike,clear,no,392,3,3000 
134.1,41.76,bike,hot,no,787,4,4000 
132.7,34.5,ev bike,hot,no,2605,5,3000 
17.5,15.1,scooter,stormy,no,5776,6,5000 
136.0,4.78,bike,rainy,yes,6789,7,40 
127.1,32.4,bike,foggy,no,6789,7,100 
85.2,18.87,ev bike,foggy,no,5931,8,6 
155.7,30.35,bike,rainy,yes,5931,8,2 
219.4,3.67,truck,cold,no,5297,9,1 
297.1,8.22,ev van,foggy,no,4926,10,2 
290.8,5.93,truck,cold,no,5228,11,1 
206.6,28.64,van,stormy,yes,5501,12,4 
71.4,47.88,ev van,stormy,no,5382,13,800 
249.1,16.07,bike,cold,yes,5715,14,1300 
100.7,19.46,scooter,clear,no,6300,15,100 
58.5,33.16,scooter,stormy,no,6753,16,500 
98.3,46.47,bike,foggy,yes,6125,17,500 
17.8,6.08,ev van,rainy,no,5231,18,400 
119.2,10.73,scooter,rainy,no,3659,19,100 
240.5,9.7,bike,rainy,no,2827,20,10 
3.6,39.89,ev van,hot,no,3862,21,1 
3.6,47.84,ev van,stormy,no,3285,22,1 
53.7,5.99,scooter,hot,no,1898,23,200 
59.7,39.46,van,hot,no,1106,0,100 
193.6,13.86,ev bike,stormy,no,723,1,1000 
48.9,44.2,van,rainy,no,550,2,100 
120.1,29.2,ev bike,stormy,no,387,3,100 
191.8,42.39,scooter,stormy,no,424,4,4000 
73.6,38.72,ev bike,rainy,yes,770,5,2000 
51.7,14.09,truck,cold,no,2043,7,200 
266.3,29.97,bike,foggy,no,3816,9,1000 
66.5,32.55,truck,foggy,yes,4342,11,200 
268.0,20.66,bike,cold,no,4592,13,100 
284.2,2.23,ev van,foggy,yes,4592,13,3000 
278.4,29.89,ev van,cold,no,4592,13,3000 
145.2,18.33,bike,foggy,no,4532,14,2000 
216.7,11.13,truck,hot,no,4532,14,5000 
74.8,2.74,van,cold,no,4554,15,5000 
20.2,5.38,bike,cold,no,4554,15,500 
156.4,8.99,ev bike,rainy,no,4554,15,4000 
31.5,2.07,bike,hot,no,4537,16,4000 
233.9,8.43,bike,rainy,no,4537,16,4000 
152.5,15.39,ev bike,stormy,no,4402,17,5000 
20.0,8.4,scooter,hot,yes,4402,17,5000 
216.2,9.39,ev van,hot,no,4402,17,1000 
146.3,17.57,truck,cold,no,4289,18,4000 
139.4,15.7,truck,rainy,no,3147,19,5000 
169.3,37.6,van,clear,no,3147,19,5000 
236.8,8.93,van,cold,no,2484,20,5000 
43.0,22.05,scooter,stormy,no,2484,20,5000 
34.9,12.5,ev bike,foggy,yes,2533,21,4000 
52.2,34.67,truck,foggy,no,2533,21,1000 
92.3,10.1,bike,clear,no,2533,21,4000 
225.3,25.1,scooter,cold,no,2671,22,20000 
178.5,49.38,ev van,rainy,yes,2671,22,4000 
19.7,39.28,van,hot,no,2881,23,1000 
246.4,6.58,scooter,stormy,no,2881,23,2000 
14.6,19.85,scooter,cold,no,1295,0,20000 
62.9,31.42,scooter,stormy,no,857,1,5000 
266.5,40.9,ev van,cold,no,616,2,10000 
105.6,16.11,scooter,stormy,no,333,3,10000 
102.8,45.5,scooter,stormy,yes,289,4,5000 
57.5,5.67,bike,stormy,no,467,5,10000 
54.4,9.99,ev van,cold,no,467,5,4000 
10.1,24.16,van,stormy,no,746,6,10000 
254.6,49.2,ev bike,cold,no,1092,7,10000 
219.5,43.43,ev bike,hot,no,1092,7,9000 
113.4,39.12,van,stormy,no,1770,8,2000 
226.8,15.9,van,rainy,yes,2509,9,2000 
85.6,36.82,bike,stormy,yes,3357,10,10000 
103.3,4.5,ev bike,rainy,no,3990,12,1000 
265.3,37.74,ev bike,hot,no,4351,13,10000 
68.1,35.74,scooter,clear,no,4234,14,5000 
256.4,24.68,scooter,foggy,no,4345,15,15000 
74.7,14.61,van,stormy,no,3968,16,4000 
273.7,22.95,ev bike,foggy,no,4206,17,15000 
69.2,39.18,truck,foggy,no,3543,18,5000 
88.3,49.34,bike,clear,no,2707,19,1000 
166.2,41.92,truck,cold,no,3185,21,1000 
60.9,30.58,ev bike,clear,no,2051,22,14000 
8.6,19.9,scooter,foggy,yes,1010,23,10000 
91.0,37.02,van,cold,no,516,0,15000 
130.0,3.45,ev bike,stormy,no,263,1,5000 
4.7,37.73,scooter,foggy,no,249,2,1000 
235.9,16.88,bike,foggy,no,311,3,5000 
84.4,32.53,ev van,clear,no,800,4,9000 
53.5,39.12,bike,foggy,yes,2737,5,10000 
188.3,0.67,bike,stormy,no,6964,7,9000 
263.4,46.54,scooter,foggy,no,6092,8,1000 
136.0,17.52,ev bike,foggy,no,5093,9,2000 
128.3,19.21,truck,stormy,no,4385,10,15000 
149.7,5.24,scooter,foggy,yes,4545,11,6000 
48.3,32.44,bike,foggy,no,4654,12,10000 
93.7,21.17,ev van,cold,no,4728,13,9000 
137.1,47.25,bike,clear,no,5622,15,10000 
297.1,15.96,ev van,stormy,yes,6177,17,10000 
117.6,0.67,van,clear,no,4435,18,2000 
16.0,24.35,scooter,clear,no,2911,19,10000 
77.6,40.03,van,stormy,yes,2520,20,15000 
278.8,10.25,scooter,clear,yes,2047,21,9000 
252.3,16.65,bike,foggy,yes,1456,22,1000 
187.0,46.29,van,rainy,yes,904,23,10000 
160.8,8.97,truck,cold,no,458,0,1000 
192.5,47.6,van,rainy,no,283,1,10000 
288.7,30.15,truck,clear,no,208,2,5000 
132.5,36.14,ev van,clear,no,335,3,5000 
240.2,47.03,bike,rainy,no,805,4,15000 
263.2,42.84,ev bike,clear,yes,2744,5,6000 
63.7,6.3,scooter,hot,no,5991,6,5000 
116.5,6.18,bike,clear,no,7015,7,9000 
216.3,38.63,van,hot,yes,6290,8,10000 
71.1,21.14,van,rainy,yes,5276,9,20000 
96.4,25.45,ev van,clear,no,4472,10,9000 
106.4,34.84,van,foggy,yes,4671,11,5000 
292.2,38.44,ev bike,rainy,yes,4827,12,10000 
209.0,48.21,ev van,stormy,no,4855,13,10000 
156.9,36.7,van,rainy,yes,5242,14,5000 
134.6,48.86,scooter,cold,no,6060,15,2000 
205.5,1.29,ev van,cold,no,6692,16,10000 
268.0,29.92,van,foggy,no,6518,17,30000 
69.9,3.71,van,cold,yes,4677,18,5000 
222.7,48.56,ev bike,cold,no,3131,19,100 
74.3,21.26,van,cold,no,2867,20,100 
233.3,19.85,truck,rainy,no,2499,21,10000 
221.9,34.39,ev van,clear,no,1685,22,10000 
207.8,40.45,bike,stormy,no,990,23,5000 
80.9,4.58,ev bike,hot,no,491,0,300 
297.1,28.94,van,foggy,no,322,1,1200 
100.8,45.44,truck,stormy,no,262,2,10000 
264.3,33.3,ev van,foggy,no,355,3,5000 
54.7,8.59,truck,hot,no,811,4,20000 
113.7,16.13,van,hot,no,2832,5,1000 
7.9,5.12,ev van,rainy,no,5990,6,5000 
31.1,17.47,truck,cold,no,7107,7,1100 
134.4,29.41,bike,clear,no,6150,8,10000 
247.3,27.09,bike,hot,no,5290,9,12000 
200.9,26.97,van,clear,no,4651,10,10000 
172.7,44.38,ev bike,rainy,no,4838,11,5000 
4.9,5.22,van,stormy,no,4960,12,500 
249.8,26.52,scooter,rainy,yes,5079,13,5000 
98.6,6.62,ev van,cold,no,5319,14,5000 
165.8,6.41,scooter,hot,yes,6199,15,5000 
246.7,31.87,bike,clear,no,6992,16,5000 
16.8,3.3,van,rainy,no,6578,17,15000 
95.6,12.84,bike,stormy,yes,4982,18,100 
286.5,46.9,truck,clear,yes,3487,19,5000 
29.9,36.65,van,rainy,no,3082,20,10000 
110.0,44.19,ev van,clear,no,3008,21,15000 
269.8,16.39,scooter,clear,no,3008,21,5000 
37.0,45.8,scooter,cold,no,1795,22,500 
205.5,35.43,ev bike,stormy,yes,1010,23,5000 
207.0,3.03,ev bike,rainy,no,1010,23,1000 
73.7,31.19,van,foggy,no,585,0,5000 
44.4,1.83,ev van,stormy,yes,339,1,5000 
228.3,24.98,ev van,hot,yes,289,2,200 
69.4,4.34,truck,rainy,yes,361,3,100 
233.5,0.95,ev bike,foggy,yes,806,4,10000 
272.3,44.46,truck,foggy,no,2786,5,1300 
15.1,37.23,van,clear,no,5842,6,5000 
84.6,12.1,truck,rainy,yes,6485,7,5000 
218.7,37.3,ev van,hot,no,6251,8,1200 
170.2,0.67,bike,hot,no,5379,9,10000 
155.3,48.3,bike,stormy,yes,4679,10,100 
141.0,18.04,van,cold,no,4859,11,500 
287.1,34.81,truck,cold,no,5214,12,5000 
233.4,18.88,scooter,stormy,yes,5084,13,10000 
166.4,27.19,truck,hot,no,5447,14,5000 
98.8,11.15,bike,rainy,yes,5447,14,13500 
8.1,45.9,scooter,clear,yes,5995,15,5000 
203.6,34.5,van,rainy,yes,5995,15,5000 
47.5,3.72,bike,hot,no,6209,16,100 
48.0,11.18,truck,hot,yes,5996,17,5000 
32.3,4.3,truck,stormy,no,4670,18,15000 
264.4,7.34,truck,stormy,no,3302,19,10000 
173.7,2.97,truck,clear,no,2713,20,10000 
241.1,48.76,ev bike,rainy,no,2524,21,200 
5.5,33.07,truck,hot,no,2027,22,300 
143.2,28.25,truck,cold,no,1200,23,200 
187.7,33.16,scooter,hot,yes,643,0,100 
274.9,35.04,ev bike,rainy,no,386,1,5000 
180.1,28.39,scooter,cold,no,332,2,5000 
40.3,39.67,bike,foggy,no,425,3,500 
213.4,29.11,ev van,foggy,no,743,4,5000 
107.6,7.33,scooter,foggy,yes,2606,5,5000 
73.5,7.28,bike,hot,no,5548,6,5000 
254.8,4.48,scooter,hot,no,6641,7,5000 
168.2,10.02,ev van,hot,no,5908,8,2400 
148.3,2.28,ev van,clear,yes,5061,9,10000 
252.5,21.7,ev bike,foggy,yes,4722,10,10000 
282.3,10.13,scooter,clear,yes,5153,11,5000 
192.0,31.06,truck,rainy,no,5505,12,10000 
253.7,48.47,ev bike,hot,no,5478,13,300 
127.2,14.28,van,foggy,no,5789,14,5000 
271.1,4.11,scooter,cold,no,6047,15,10000 
216.1,30.14,ev van,clear,no,6512,16,30000 
273.3,15.43,bike,cold,no,6238,17,5000 
259.3,17.73,ev van,rainy,yes,5306,18,2000 
107.3,49.52,van,stormy,no,3697,19,3000 
265.5,17.64,ev bike,cold,no,2926,20,2000 
164.0,16.64,van,clear,no,3029,21,3000 
238.8,10.42,ev bike,rainy,no,3041,22,3000 
213.1,38.05,ev van,rainy,yes,3384,23,2000 
277.4,29.94,van,hot,no,1197,0,3000 
211.5,5.78,scooter,cold,no,725,1,3000 
216.5,39.77,bike,clear,no,530,2,3000 
297.1,42.16,ev van,hot,no,377,3,3000 
260.8,24.87,ev van,foggy,yes,362,4,3000 
184.1,7.48,truck,hot,no,709,5,3000 
225.4,32.97,bike,hot,no,1278,6,3000 
77.3,37.41,ev van,stormy,yes,1827,7,2000 
165.0,46.24,van,cold,no,2719,8,1000 
294.5,20.44,scooter,rainy,no,3685,9,1000 
52.4,19.09,van,clear,no,4439,10,1000 
269.1,24.27,ev van,stormy,yes,4975,11,1000 
223.3,30.55,ev bike,hot,yes,5311,12,3000 
87.5,24.46,truck,rainy,yes,5020,13,3000 
284.0,35.68,ev bike,cold,no,4213,14,3000 
128.2,29.08,ev van,clear,no,4127,15,5000 
142.1,47.06,truck,clear,no,4164,16,75 
145.3,7.29,scooter,cold,no,4027,17,100 
59.4,20.0,bike,clear,no,3682,18,25 
191.8,0.67,bike,cold,no,3193,19,150 
156.9,41.02,scooter,rainy,yes,2594,20,50 
294.9,36.47,ev bike,clear,yes,2572,21,1000 
232.8,44.61,bike,rainy,no,2549,22,1000 
132.0,36.04,bike,hot,no,2311,23,2000 
266.9,27.84,ev van,rainy,no,1184,0,1000 
277.5,37.75,van,stormy,no,835,1,2000 
172.2,19.46,bike,stormy,yes,558,2,1000 
288.0,16.33,ev van,stormy,yes,361,3,1000 
156.5,47.29,ev van,rainy,no,292,4,2000 
66.6,11.38,truck,hot,no,463,5,1000 
158.0,8.18,bike,hot,yes,745,6,2000 
146.7,21.87,truck,stormy,no,1089,7,1000 
154.2,3.6,ev van,stormy,no,1708,8,1000 
53.5,21.73,ev van,foggy,yes,2623,9,1000 
62.0,38.18,truck,foggy,yes,3319,10,3000 
118.8,17.3,ev van,cold,no,3509,11,1000 
226.9,15.8,ev bike,cold,yes,3731,12,1000 
70.3,19.0,bike,rainy,no,3808,13,2000 
25.3,27.72,truck,stormy,no,3777,14,1000 
80.9,48.44,truck,hot,no,3866,15,2000 
119.7,11.38,ev bike,rainy,no,4148,16,1000 
17.6,31.44,truck,rainy,no,3671,17,1000 
123.6,31.56,ev bike,clear,no,3122,18,1000 
176.5,32.22,truck,clear,no,2995,19,1000 
247.5,41.04,scooter,stormy,no,2658,20,1000 
145.8,15.46,van,foggy,no,2298,21,1000 
219.6,7.32,ev van,hot,no,1583,22,1000 
203.7,23.51,ev van,hot,yes,894,23,10000 
162.6,45.61,truck,hot,no,468,0,5000 
168.4,22.68,scooter,foggy,no,267,1,5000 
87.7,24.92,scooter,hot,no,232,2,5000 
44.8,16.57,scooter,cold,no,317,3,5000 
159.4,47.66,scooter,hot,no,793,4,5000 
81.9,24.89,ev van,stormy,no,2657,5,5000 
111.7,48.99,truck,stormy,no,5715,6,5000 
225.0,26.55,van,rainy,no,5997,8,5000 
201.4,47.59,ev van,rainy,yes,4490,10,5000 
45.2,23.24,van,cold,no,4714,11,5000 
39.8,1.02,ev bike,hot,no,4844,12,5000 
257.1,17.93,truck,cold,no,5340,14,5000 
117.2,17.64,scooter,foggy,yes,5828,15,5000 
55.5,41.57,ev van,hot,no,6492,16,5000 
184.3,42.36,ev bike,clear,yes,6066,17,5000 
290.3,44.9,ev van,cold,no,4183,18,5000 
181.6,11.2,bike,cold,no,2876,19,5000 
180.9,36.28,scooter,stormy,yes,2405,20,5000 
266.7,23.84,scooter,rainy,no,2070,21,5000 
60.5,5.69,ev bike,hot,no,1444,22,2500 
169.0,27.26,ev van,clear,no,983,23,2500 
73.0,1.18,bike,clear,no,535,0,2500 
205.3,34.34,bike,rainy,no,251,2,5000 
170.6,39.41,ev bike,foggy,no,343,3,200 
256.9,35.85,van,rainy,yes,775,4,500 
174.9,18.4,ev bike,hot,no,2727,5,200 
180.3,21.25,bike,rainy,no,5725,6,100 
146.3,34.88,truck,hot,no,6891,7,1000 
17.5,7.44,bike,stormy,no,6051,8,100 
141.8,9.91,ev van,stormy,yes,5275,9,2000 
14.0,36.05,bike,rainy,no,4603,10,100 
184.6,7.97,scooter,stormy,yes,5025,11,500 
71.3,28.97,bike,cold,no,5336,12,1000 
5.0,6.82,scooter,stormy,no,5219,13,500 
228.8,19.62,van,foggy,no,5775,14,100 
99.3,23.04,truck,stormy,no,6070,15,1000 
195.7,42.68,ev van,foggy,no,6273,17,1000 
206.4,20.63,ev van,clear,yes,4463,18,500 
150.3,29.14,bike,hot,yes,3294,19,500 
3.6,10.03,van,foggy,no,2886,20,4000 
240.2,27.44,ev van,clear,yes,2565,21,1000 
112.7,24.2,bike,cold,no,1111,23,5000 
77.0,24.44,ev bike,rainy,no,624,0,500 
223.1,43.74,van,hot,no,395,1,2000 
237.0,40.97,scooter,hot,no,292,2,3000 
244.0,33.1,bike,stormy,no,396,3,500 
230.9,48.08,scooter,foggy,no,733,4,500 
56.5,35.23,bike,cold,no,2591,5,500 
233.4,49.23,scooter,clear,yes,5210,6,2000 
74.0,39.7,truck,rainy,no,6004,7,1500 
92.7,46.36,ev bike,foggy,no,5651,8,5000 
78.5,16.22,truck,clear,no,5084,9,3000 
66.4,12.58,ev bike,rainy,no,4706,10,500 
173.9,40.76,bike,clear,no,5370,11,3000 
185.6,18.72,scooter,cold,yes,5572,12,500 
224.5,16.1,truck,clear,no,5712,13,1500 
60.3,30.64,bike,clear,no,6274,14,3000 
142.4,3.36,truck,cold,yes,6366,15,5000 
179.2,37.48,scooter,clear,yes,6156,16,2000 
110.6,4.4,van,rainy,yes,5052,17,500 
67.3,5.95,truck,stormy,no,4399,18,1000 
24.3,7.37,ev van,clear,no,3347,19,1000 
84.2,48.44,bike,rainy,yes,2786,20,3000 
157.0,1.16,truck,cold,no,3345,21,5000 
51.4,5.48,truck,cold,no,2889,22,2000 
262.9,13.08,bike,stormy,yes,1535,23,500 
212.4,45.22,truck,rainy,no,929,0,5000 
31.5,18.05,bike,cold,no,577,1,100 
61.6,47.0,ev bike,foggy,no,409,2,100 
16.4,8.7,scooter,foggy,no,284,3,300 
256.9,9.61,bike,hot,yes,264,4,100 
70.3,2.77,bike,hot,no,801,6,100 
290.2,8.6,van,clear,no,984,7,400 
293.0,44.28,scooter,stormy,yes,1295,8,100 
74.0,21.74,van,cold,no,2125,9,100 
277.7,31.0,ev van,hot,no,2493,10,200 
106.5,14.11,ev van,hot,no,3378,11,100 
100.4,9.44,ev bike,hot,no,3649,12,100 
272.8,25.1,van,foggy,yes,3157,13,5 
178.6,3.23,bike,rainy,no,3019,14,5 
205.8,46.16,van,foggy,no,2954,15,5 
125.2,25.65,bike,rainy,no,2958,16,10 
157.2,14.52,bike,clear,no,3235,17,10 
232.4,0.67,scooter,stormy,yes,3132,18,5 
52.0,3.55,ev bike,foggy,yes,3385,19,5 
296.3,13.99,ev bike,hot,no,3119,20,10 
240.4,8.81,truck,rainy,yes,2620,21,10 
81.1,24.62,scooter,rainy,no,2043,22,10 
210.3,25.26,ev bike,rainy,yes,1425,23,10 
4.9,6.72,ev van,clear,no,792,0,10 
225.6,32.56,truck,hot,yes,494,1,200 
239.4,46.32,ev bike,hot,no,346,2,200 
42.9,32.23,ev van,hot,no,319,3,200 
92.2,24.15,ev bike,hot,no,435,4,200 
195.0,9.34,ev van,foggy,no,1169,5,200 
212.3,26.5,scooter,cold,yes,2137,6,300 
21.5,44.38,scooter,clear,no,2542,7,200 
128.6,38.9,scooter,stormy,yes,3107,9,300 
144.5,23.83,scooter,clear,no,3397,10,300 
205.0,24.81,truck,hot,no,4015,11,300 
105.6,43.89,ev van,cold,no,4196,12,300 
108.5,6.29,scooter,stormy,yes,4449,13,300 
65.9,12.75,ev bike,clear,no,4563,14,5000 
272.9,6.29,bike,clear,no,4742,15,3000 
29.4,37.5,ev van,stormy,yes,4513,16,3000 
147.3,33.81,truck,foggy,no,4247,17,3000 
43.7,37.38,van,clear,no,3587,18,14000 
10.0,30.24,van,stormy,no,3843,19,6000 
208.7,39.4,ev van,hot,no,3487,20,2000 
50.5,39.49,van,stormy,yes,2552,21,3000 
175.1,43.1,bike,foggy,no,2497,22,1000 
187.8,4.13,truck,cold,no,1571,23,15000 
292.8,3.27,truck,rainy,no,1007,0,3000 
129.9,24.57,ev bike,cold,no,672,1,3000 
23.5,4.43,van,clear,no,548,2,13000 
138.6,9.43,scooter,clear,yes,360,3,9000 
41.0,23.01,bike,cold,no,341,4,2000 
156.0,45.43,ev van,clear,no,641,5,3000 
144.3,15.21,scooter,foggy,yes,1029,6,3000 
136.9,48.52,van,hot,no,1419,7,11000 
237.9,44.13,bike,clear,no,2051,8,11000 
112.5,26.98,scooter,rainy,no,2958,9,3000 
228.3,25.3,bike,clear,yes,3358,10,5000 
234.8,40.04,van,hot,yes,3699,11,10000 
110.0,2.32,ev van,hot,no,4165,12,5000 
95.3,14.17,scooter,hot,no,4187,13,10000 
6.9,13.91,ev van,rainy,no,4566,14,10000 
233.7,5.44,truck,cold,yes,4846,15,10000 
220.9,2.48,ev van,foggy,no,4744,16,10000 
46.1,39.22,truck,rainy,yes,4609,17,10000 
47.9,4.44,ev van,rainy,yes,4244,18,10000 
230.5,24.21,truck,foggy,yes,3532,19,500 
39.3,31.05,ev bike,foggy,no,2896,20,500 
239.2,25.29,bike,cold,no,2603,21,1000 
67.1,37.79,ev van,hot,yes,2870,22,2000 
145.3,10.5,bike,stormy,no,3345,23,500 
57.6,48.07,scooter,clear,no,1335,0,500 
77.3,6.55,ev bike,foggy,yes,787,1,500 
174.0,43.14,scooter,rainy,no,692,2,300 
255.9,23.04,bike,stormy,yes,367,3,10000 
177.9,8.65,ev van,cold,no,296,4,10000 
64.1,36.93,truck,cold,no,475,5,2000 
166.4,19.37,van,stormy,yes,780,6,10000 
53.4,9.54,scooter,rainy,no,1093,7,2000 
155.3,43.08,ev bike,cold,no,1675,8,20000 
67.2,7.01,scooter,stormy,yes,2646,9,1000 
234.9,48.97,truck,clear,yes,3914,10,200 
256.1,45.48,bike,clear,no,4130,11,15000 
187.7,3.25,scooter,cold,no,3935,12,300 
119.0,24.91,bike,clear,no,4332,13,1000 
251.6,33.45,scooter,hot,no,4499,14,20000 
109.6,40.12,van,clear,no,4490,15,2000 
106.2,40.99,ev bike,clear,no,4963,16,20000 
38.3,1.84,ev bike,clear,no,4412,17,500 
260.6,36.59,truck,foggy,no,4132,18,100 
42.5,0.69,ev van,hot,no,3472,19,20000 
284.2,44.81,van,foggy,no,2975,20,10000 
219.8,42.07,van,rainy,yes,2354,21,300 
252.5,22.35,truck,cold,no,1523,22,1000 
145.9,43.98,scooter,stormy,no,948,23,1000 
76.2,27.91,van,stormy,no,518,0,10000 
147.7,43.47,ev van,hot,yes,324,1,2000 
240.7,27.15,van,hot,yes,243,2,20000 
141.8,0.92,ev van,clear,no,325,3,10000 
83.1,24.99,ev bike,cold,no,814,4,100 
168.3,16.12,scooter,stormy,no,814,4,500 
10.4,4.06,van,rainy,no,2726,5,200 
222.9,47.52,van,stormy,no,5698,6,10000 
199.7,48.71,ev van,clear,no,6277,7,20000 
68.1,23.35,van,cold,no,6076,8,10000 
66.0,17.39,van,foggy,no,6076,8,1000 
232.4,46.35,ev bike,clear,no,5104,9,2000 
89.0,12.26,ev van,cold,no,4455,10,100 
169.9,49.49,truck,foggy,no,4455,10,20000 
167.6,24.25,ev van,hot,no,4584,11,1000 
182.5,18.34,bike,hot,yes,4584,11,10000 
12.3,38.28,ev van,clear,no,4751,12,1000 
138.7,46.59,scooter,foggy,no,4818,13,2000 
232.2,40.56,ev bike,cold,no,5252,14,1000 
225.1,35.92,truck,stormy,yes,5252,14,300 
130.3,5.52,truck,stormy,no,5655,15,10000 
35.1,6.64,bike,cold,no,5655,15,10000 
160.1,43.08,truck,foggy,no,5655,15,20000 
182.8,31.82,bike,foggy,yes,4895,16,1000 
245.5,34.41,truck,foggy,no,4895,16,10000 
230.6,36.32,van,cold,no,4895,16,10000 
112.1,5.61,scooter,stormy,no,4895,16,300 
187.9,14.52,van,stormy,yes,4795,17,10000 
158.4,37.52,scooter,cold,no,4795,17,2000 
66.8,48.48,bike,rainy,no,4795,17,1000 
80.2,47.56,bike,foggy,yes,4795,17,20000 
213.4,6.76,van,stormy,no,3611,18,1000 
217.3,27.47,ev bike,stormy,no,3611,18,1000 
215.7,5.68,truck,rainy,yes,3611,18,2000 
102.1,29.51,bike,clear,yes,3611,18,10000 
153.3,29.98,van,foggy,no,2568,19,2000 
59.9,9.91,truck,foggy,no,2568,19,20000 
207.7,49.16,scooter,rainy,yes,2217,20,1000 
107.5,12.92,bike,cold,no,2217,20,10000 
98.0,43.71,scooter,rainy,no,2217,20,200 
105.1,48.78,bike,hot,no,2217,20,1000 
15.4,48.7,scooter,cold,no,3175,21,10000 
132.8,36.34,truck,cold,no,3175,21,400 
159.9,38.47,ev bike,cold,no,3175,21,1000 
21.9,16.93,ev van,clear,no,2137,22,2000 
112.1,19.56,ev bike,hot,no,2137,22,20000 
295.9,48.31,van,foggy,yes,2137,22,1000 
138.2,4.02,ev van,cold,no,999,23,2000 
120.7,25.11,ev van,stormy,yes,999,23,1000 
176.3,12.38,van,rainy,no,494,0,10000 
110.3,8.82,bike,clear,no,494,0,3000 
37.4,14.8,van,hot,no,316,1,2000 
239.8,39.47,van,stormy,no,316,1,5000 
239.1,34.08,ev bike,rainy,yes,272,2,5000 
219.4,23.58,bike,foggy,no,272,2,5000 
82.5,21.93,truck,hot,no,340,3,5000 
169.6,16.45,scooter,clear,yes,340,3,5000 
141.6,38.04,van,rainy,yes,818,4,5000 
204.1,7.39,bike,clear,no,818,4,5000 
215.7,11.54,truck,stormy,no,2839,5,5000 
118.8,22.08,bike,foggy,yes,2839,5,5000 
233.3,8.76,ev van,hot,no,5551,6,2000 
187.6,28.14,ev bike,clear,no,5551,6,1000 
221.5,15.37,ev van,foggy,no,6020,7,1000 
213.7,34.51,truck,foggy,no,6020,7,5000 
231.9,0.72,ev van,hot,no,6020,7,5000 
171.4,25.91,scooter,cold,no,6020,7,1000 
184.7,49.26,bike,rainy,yes,5945,8,1000 
33.3,40.42,ev van,foggy,yes,5945,8,1000 
159.6,6.27,truck,stormy,yes,5144,9,5000 
272.3,16.48,ev bike,stormy,no,5144,9,5000 
86.1,43.4,scooter,rainy,no,4524,10,5000 
120.1,3.67,van,foggy,no,4524,10,1000 
179.6,35.39,ev bike,hot,yes,4596,11,2000 
90.0,3.96,van,clear,no,4596,11,1000 
63.9,12.68,bike,hot,yes,4596,11,1000 
271.7,49.18,scooter,hot,yes,4760,12,1000 
19.8,44.29,van,cold,yes,4760,12,2000 
73.7,19.84,ev bike,hot,no,4760,12,3000 
190.6,33.84,van,rainy,yes,4739,13,2000 
252.3,23.21,van,foggy,no,4739,13,1000 
41.0,2.28,truck,hot,no,4739,13,1000 
94.1,41.93,bike,rainy,yes,4739,13,5000 
244.7,39.48,truck,hot,no,4739,13,1000 
50.4,48.0,scooter,hot,no,5133,14,1000 
19.4,4.32,ev van,clear,no,5133,14,1000 
13.3,10.3,scooter,rainy,no,5133,14,1000 
269.2,14.61,scooter,rainy,yes,5133,14,1000 
245.4,30.9,van,foggy,no,5133,14,2000 
140.7,48.02,van,hot,no,5651,15,1000 
272.2,41.44,truck,rainy,no,5651,15,1000 
29.2,44.02,ev bike,clear,no,5651,15,1000 
12.1,49.13,ev van,foggy,no,6118,16,1000 
147.2,37.09,ev van,cold,no,6118,16,1000 
232.8,25.34,scooter,cold,no,6118,16,1000 
22.8,10.79,truck,foggy,no,5798,17,2000 
105.1,15.84,scooter,rainy,no,4372,18,1000 
42.7,30.99,ev bike,foggy,no,3203,19,1000 
215.8,46.99,bike,foggy,no,3203,19,2000 
80.9,23.65,ev van,rainy,no,3203,19,1000 
164.1,25.07,van,stormy,yes,2894,20,1000 
3.6,26.45,ev bike,stormy,yes,2894,20,1000 
129.1,41.27,ev bike,rainy,yes,2431,21,1000 
25.4,32.62,van,hot,no,2431,21,2000 
270.4,25.12,ev van,cold,yes,1392,23,1000 
195.1,30.53,scooter,hot,yes,613,0,1000 
165.9,7.86,ev bike,clear,no,613,0,1000 
99.5,1.51,ev van,foggy,no,365,1,5000 
8.8,16.88,bike,clear,yes,275,2,10000 
116.2,48.93,ev van,foggy,no,371,3,1000 
62.2,32.93,ev van,stormy,no,371,3,1000 
150.3,4.36,van,cold,no,822,4,250 
32.2,26.21,ev van,stormy,no,822,4,200 
